"Country","months","WHO_region","est","lwr","uppr"
"Algeria","EURO",17,919.339403646993,-3826.72147196694,6649.52616714401
"Algeria","EURO",18,1726.77881336636,-3213.29423291921,7165.84435787011
"Algeria","EURO",19,2936.74427242311,-2102.36821599119,8960.58042364546
"Algeria","EURO",20,3511.98674219331,-1889.91192787322,9395.21815187429
"Algeria","EURO",21,1774.47116440929,-2787.32606931796,7279.60824364606
"Algeria","EURO",22,314.151524191731,-4260.74945107031,5873.64501805038
"Algeria","EURO",23,687.503418875875,-4146.38919496477,6359.31130409383
"Algeria","EURO",24,1046.32070172408,-3949.012972667,6984.75633879247
"Andorra","EURO",1,11.9970065365432,2.94232300834993,20.4717546245843
"Andorra","EURO",2,18.4537012066945,9.18030260101929,26.7724939382997
"Andorra","EURO",3,27.3101951798487,18.5896408570226,35.7021793376604
"Andorra","EURO",4,73.0535003245596,65.4225932731573,80.9288907063201
"Andorra","EURO",5,25.7347863467504,17.8976134044851,32.7122568049081
"Andorra","EURO",6,6.16810370675899,-1.88828477141042,13.2343540841395
"Andorra","EURO",7,11.869059711808,4.31468914755849,19.1056966615759
"Andorra","EURO",8,-10.0658788259484,-18.4789537329693,-2.88112700042607
"Andorra","EURO",9,5.5287611139781,-2.62781031911252,12.9866263049257
"Andorra","EURO",10,52.1963868927008,44.0350597028118,60.2664756602138
"Andorra","EURO",11,-16.4547035745764,-24.7109244944103,-8.33850020042844
"Andorra","EURO",12,25.8100288350623,17.4852514635035,33.9181859194363
"Andorra","EURO",13,25.6562719295898,-6.32175304506016,65.709478042878
"Andorra","EURO",14,11.0140653866379,-18.2654023446552,45.5746324309999
"Andorra","EURO",15,10.1412301470352,-17.7785815572399,45.7551002928312
"Andorra","EURO",16,16.2263906090581,-11.7451921598343,52.1803927854761
"Andorra","EURO",17,8.95931417888593,-16.4519891276173,38.1240783973151
"Andorra","EURO",18,3.6844798313454,-20.959211458497,31.3780064908829
"Andorra","EURO",19,11.1610190343893,-14.8557707148837,42.1802378905091
"Andorra","EURO",20,12.619586865862,-13.3239423964982,44.4686423531723
"Andorra","EURO",21,3.78896165780133,-19.7946093218712,35.5850873395703
"Andorra","EURO",22,6.05610639409432,-19.0925329431965,39.8752857533526
"Andorra","EURO",23,12.0293820908916,-17.4762925969813,49.9610461812753
"Andorra","EURO",24,21.6610716343405,-10.7467199802412,59.6226685595153
"Angola","EMRO",1,1159.09414256996,-3499.23625019937,6782.06763586712
"Angola","EMRO",2,1045.16151845894,-3374.28224756801,6589.77974329312
"Angola","EMRO",3,970.333094688227,-3460.47581818208,6279.3188977058
"Angola","EMRO",4,-1257.07071212956,-5360.87100477324,3932.71081661201
"Angola","EMRO",5,-977.074507204052,-5098.85026788037,4425.18108514106
"Angola","EMRO",6,-740.250475278772,-4913.17958238706,4901.86636035118
"Angola","EMRO",7,110.957639569654,-4588.76309545367,5845.54165394467
"Angola","EMRO",8,809.214384821477,-3762.48635830159,6699.23360037266
"Angola","EMRO",9,1089.83980453326,-3321.43230965626,6309.73474716496
"Angola","EMRO",10,917.042223249311,-3700.49262831552,5965.23109928745
"Angola","EMRO",11,969.936839832988,-3530.01402419384,6115.30257202636
"Angola","EMRO",12,1242.18966032758,-3254.92212905348,6609.00587258462
"Angola","EMRO",13,1407.05081774477,-3270.64688664801,6671.48597643025
"Angola","EMRO",14,1799.11547562357,-2983.31938961918,7597.41859997351
"Angola","EMRO",15,1390.0799618822,-3651.59155492292,6918.1188358564
"Angola","EMRO",16,1121.61870376036,-3734.01539782037,6574.02924900943
"Angola","EMRO",17,1841.08255001765,-2976.18221828922,7464.65254551204
"Angola","EMRO",18,1318.03027028347,-3255.27452159046,6902.96788999524
"Angola","EMRO",19,1565.7100425967,-3464.51182057422,7939.74817708982
"Angola","EMRO",20,2061.82434885353,-2820.23496991268,8029.07867480614
"Angola","EMRO",21,2084.54288201996,-2735.56208463438,8723.42752205518
"Angola","EMRO",22,1395.11907066788,-3428.51191468488,6946.1315633813
"Angola","EMRO",23,580.574958299483,-3951.38972877699,5948.21154841158
"Angola","EMRO",24,780.889176552888,-3477.20222274211,5790.65041090891
"Antigua and Barbuda","AMRO",1,-2.27255531615696,-9.05214624436326,4.26726536357094
"Antigua and Barbuda","AMRO",2,-5.06264412233829,-12.1251983701677,1.36105468505653
"Antigua and Barbuda","AMRO",3,7.88411058955833,1.2130114655699,14.2187635391869
"Antigua and Barbuda","AMRO",4,-3.37627368708002,-10.1264706854124,3.11530812560024
"Antigua and Barbuda","AMRO",5,-0.162591632140791,-7.41895847823616,6.42731358455278
"Antigua and Barbuda","AMRO",6,-11.1224740293288,-18.4637769761742,-4.61245180692118
"Antigua and Barbuda","AMRO",7,-7.09891048229565,-14.1546670712987,-0.542288571251872
"Antigua and Barbuda","AMRO",8,-9.13503857704535,-16.1133179553726,-2.7312359991366
"Antigua and Barbuda","AMRO",9,-8.23357777692074,-15.5420255996344,-2.33071384136069
"Antigua and Barbuda","AMRO",10,-2.02900473874957,-9.29240205090399,4.39895399698455
"Antigua and Barbuda","AMRO",11,-3.23355002130184,-10.3118072348915,3.28655173093512
"Antigua and Barbuda","AMRO",12,-13.1281538773506,-20.39030424657,-6.30163226670482
"Antigua and Barbuda","AMRO",13,-7.57555823626698,-30.0913139739099,17.3664043871279
"Antigua and Barbuda","AMRO",14,0.450471238293687,-23.413910906381,28.8477914546714
"Antigua and Barbuda","AMRO",15,8.073039246611,-18.6348015899889,42.0121014103186
"Antigua and Barbuda","AMRO",16,0.0825561294962068,-24.247770760382,27.3427846411629
"Antigua and Barbuda","AMRO",17,4.73381928101521,-20.708397801221,36.9703491781335
"Antigua and Barbuda","AMRO",18,-6.68139620785297,-28.1372387151183,19.268198514433
"Antigua and Barbuda","AMRO",19,-2.87473822776453,-26.4321959002172,23.8811936714537
"Antigua and Barbuda","AMRO",20,-2.08226993897267,-25.1120474833987,24.8205565567414
"Antigua and Barbuda","AMRO",21,20.2184225218597,-12.6743773150417,57.7642578885787
"Antigua and Barbuda","AMRO",22,13.4305514473742,-15.397026203892,49.5856480054979
"Antigua and Barbuda","AMRO",23,5.65019642235105,-19.5634408299377,36.7067870796478
"Antigua and Barbuda","AMRO",24,-6.35662186613799,-28.188649761848,20.3020853769488
"Argentina","EURO",1,-206.732693559865,-2096.4325913464,1699.48521550144
"Argentina","EURO",2,-1106.43481677302,-2907.69758814881,768.74361675727
"Argentina","EURO",3,-442.233869939344,-2428.45985132589,1407.75263504211
"Argentina","EURO",4,-2274.04695258034,-4438.66285010637,-332.245264707631
"Argentina","EURO",5,-2764.87106352561,-5096.64165194482,-453.016711908059
"Argentina","EURO",6,-5292.03508923701,-7957.18890218418,-2707.80502488667
"Argentina","EURO",7,842.899236999795,-1823.90010056846,3266.71933141999
"Argentina","EURO",8,4063.47967423552,1545.84397916898,6428.39245858454
"Argentina","EURO",9,9696.06286020038,7527.91658429864,11902.5380133914
"Argentina","EURO",10,14417.7686918472,12130.2903597133,16475.6071315622
"Argentina","EURO",11,9216.33773098373,7292.88026130531,11126.4981550443
"Argentina","EURO",12,5541.64450620544,3581.34978523042,7253.67025817756
"Argentina","EURO",13,3527.09642615077,-1785.96056136073,9787.17247140839
"Argentina","EURO",14,1127.60616843843,-4389.15725116799,7150.33038420868
"Argentina","EURO",15,2116.98181778683,-3615.97194757808,8512.0630312223
"Argentina","EURO",16,6177.78832993236,100.464889214345,12861.5565280389
"Argentina","EURO",17,12951.8580014483,4969.26804951863,21771.3647009943
"Argentina","EURO",18,19515.7273078752,10463.4970679104,30577.7410087901
"Argentina","EURO",19,8584.92360175448,284.65033019051,17632.5214740366
"Argentina","EURO",20,5042.69167298073,-2125.54988378587,12136.5087078029
"Argentina","EURO",21,-2504.8227211004,-8109.56035903857,3714.57317082725
"Argentina","EURO",22,-1209.41396240144,-6580.7352393312,5080.99770900992
"Argentina","EURO",23,-489.062612027503,-5844.4030443603,4891.48214817209
"Argentina","EURO",24,3193.79857731879,-2246.03388128506,9044.94111259518
"Armenia","AMRO",1,167.635899955303,45.8600998384554,295.345391648707
"Armenia","AMRO",2,121.041088506658,-20.6843498916674,258.346578540661
"Armenia","AMRO",3,34.6863925886134,-104.030687692424,167.892158157978
"Armenia","AMRO",4,21.1161250089839,-108.960167646448,147.708507781936
"Armenia","AMRO",5,24.7013000625974,-105.662514300278,142.947003945362
"Armenia","AMRO",6,867.182981345525,747.817005876844,991.737466853642
"Armenia","AMRO",7,714.020341121274,594.507491544627,827.141014897496
"Armenia","AMRO",8,195.506128133658,83.0270000125884,306.372143762327
"Armenia","AMRO",9,254.740102326994,146.075621524923,361.351090172499
"Armenia","AMRO",10,1678.77900495878,1559.10915960663,1792.03606559535
"Armenia","AMRO",11,3847.34317654856,3712.53971986102,3974.95997585699
"Armenia","AMRO",12,1991.63939723157,1861.68603977301,2116.11633491333
"Armenia","AMRO",13,663.119057109757,522.807299044936,803.281758261307
"Armenia","AMRO",14,154.016572307173,-0.255538041789953,307.903767846967
"Armenia","AMRO",15,634.629031296953,481.184283798157,786.101618041213
"Armenia","AMRO",16,1276.51363323797,1132.20292480785,1413.45551401686
"Armenia","AMRO",17,599.085576537837,462.037993852026,736.773972104542
"Armenia","AMRO",18,332.483626313247,193.525496955004,462.196501980327
"Armenia","AMRO",19,289.734475638158,157.746285125619,415.448383113957
"Armenia","AMRO",20,368.205873857802,237.958501088394,494.6195777619
"Armenia","AMRO",21,812.314748314606,683.262720162652,929.527823690685
"Armenia","AMRO",22,1552.96281129771,1423.34089989615,1683.00349814548
"Armenia","AMRO",23,2414.28464306398,2257.1317937475,2565.4081650135
"Armenia","AMRO",24,647.482835607305,504.029092840384,781.433444757382
"Australia","WPRO",1,-395.03449698457,-926.57461517351,99.7987134560416
"Australia","WPRO",2,298.040788433748,-218.120182282872,738.455192028937
"Australia","WPRO",3,298.970547082278,-188.198307714301,822.400870701381
"Australia","WPRO",4,68.1566055122366,-449.10297997037,584.225021615422
"Australia","WPRO",5,-505.612663557303,-1091.63920030491,52.9952165644796
"Australia","WPRO",6,-1542.23776485051,-2125.74538519134,-981.433260180159
"Australia","WPRO",7,-1560.90637751002,-2172.80932753725,-904.216491463448
"Australia","WPRO",8,-1499.05078972378,-2170.1102008788,-855.236989511314
"Australia","WPRO",9,-1448.22859679127,-2063.72342892406,-863.342537986913
"Australia","WPRO",10,-1035.23683260521,-1650.43921585349,-450.328832569949
"Australia","WPRO",11,-462.636763647833,-1007.01794174606,58.8028160817957
"Australia","WPRO",12,128.383650165117,-375.398397996277,641.181110255233
"Australia","WPRO",13,-550.863445165043,-1356.91813039202,222.684164258084
"Australia","WPRO",14,-573.839543779909,-1359.75698382587,173.303441317664
"Australia","WPRO",15,-125.435634859504,-1013.7307793426,705.822547876916
"Australia","WPRO",16,-248.662087884562,-1098.08872994508,617.730216367
"Australia","WPRO",17,6.8113953502955,-991.534495804903,947.871186465565
"Australia","WPRO",18,-504.895678694871,-1489.86953699226,419.359912634649
"Australia","WPRO",19,-665.392720907636,-1723.47989308577,330.469335525085
"Australia","WPRO",20,-1446.79259793023,-2460.6188768447,-479.438287899883
"Australia","WPRO",21,-1156.29887672318,-2127.06249869634,-220.345443981795
"Australia","WPRO",22,-809.283038784527,-1743.88323184933,106.900447717392
"Australia","WPRO",23,-411.724374550307,-1379.84628463687,484.285278121216
"Australia","WPRO",24,-112.801162176206,-953.645737166573,676.267260583361
"Austria","EURO",1,205.929075109122,-152.672767448106,564.029229707387
"Austria","EURO",2,-595.137134290455,-1003.29211208879,-202.948173599714
"Austria","EURO",3,375.444916404471,-19.133572935012,751.991608446602
"Austria","EURO",4,289.720255364725,-75.9901433416021,634.8239431746
"Austria","EURO",5,22.6068188798233,-347.157594924571,368.996731678349
"Austria","EURO",6,-132.159485215872,-466.825263446183,189.241704327673
"Austria","EURO",7,40.0280509109672,-276.946785567737,353.639808864661
"Austria","EURO",8,223.102954195556,-114.749734740959,554.446021324307
"Austria","EURO",9,248.654300795405,-95.081982131806,568.251988461994
"Austria","EURO",10,945.185989972871,607.940519250022,1263.56052055297
"Austria","EURO",11,2972.45380756311,2607.2212110079,3319.5700218344
"Austria","EURO",12,1938.74461527645,1567.44287519159,2263.00106491059
"Austria","EURO",13,652.541161960127,215.26782009834,1086.1977755781
"Austria","EURO",14,-965.68102567849,-1426.39277757723,-497.684533038801
"Austria","EURO",15,-162.377263077396,-608.628583068483,273.457617580523
"Austria","EURO",16,270.892439407875,-146.660088286129,665.92347495872
"Austria","EURO",17,355.418162767077,-36.7314685084911,758.996445695197
"Austria","EURO",18,347.004843632703,-34.8866433899178,732.924918029698
"Austria","EURO",19,177.381729918958,-224.459767966796,563.184765543431
"Austria","EURO",20,422.637813632822,28.3380236916084,809.721371694866
"Austria","EURO",21,393.582747251529,5.17725306399244,763.380338070177
"Austria","EURO",22,913.954044396879,520.414022021732,1318.00470990301
"Austria","EURO",23,1910.75727981523,1518.86504075812,2319.4970556382
"Austria","EURO",24,1087.74880652051,643.582253864496,1504.57746729479
"Azerbaijan","EURO",1,202.304824717006,-244.683263666746,625.465260700495
"Azerbaijan","EURO",2,65.7303040738286,-415.551390261027,557.444498427075
"Azerbaijan","EURO",3,1427.65621154046,949.776502897165,1872.07750314383
"Azerbaijan","EURO",4,-573.975567444676,-1097.42534658373,-101.242590061783
"Azerbaijan","EURO",5,-615.161927257182,-1081.36834826563,-151.286018635313
"Azerbaijan","EURO",6,2555.98644039664,2119.06010433759,2979.84653087462
"Azerbaijan","EURO",7,2459.99216995609,2020.76521549716,2900.86343797905
"Azerbaijan","EURO",8,663.990703146988,209.699787397373,1104.38161379857
"Azerbaijan","EURO",9,306.833455858957,-111.847623940388,713.924173428192
"Azerbaijan","EURO",10,1950.50938410216,1490.66287941569,2394.74917244572
"Azerbaijan","EURO",11,5359.90560046407,4913.73576610905,5794.14910028509
"Azerbaijan","EURO",12,13774.0362235247,13298.2933883215,14245.0354096875
"Azerbaijan","EURO",13,4264.36703365809,3643.04986971464,4856.62106999088
"Azerbaijan","EURO",14,532.882835164222,-85.7773401469446,1147.03378204324
"Azerbaijan","EURO",15,1252.81134167122,692.050317610905,1823.41393258396
"Azerbaijan","EURO",16,3649.06623646756,3048.72393914103,4234.16442697983
"Azerbaijan","EURO",17,1077.20360632916,487.759472333403,1650.99428788829
"Azerbaijan","EURO",18,1101.86529419484,529.852697878566,1681.86140098153
"Azerbaijan","EURO",19,540.912030192941,-99.3042678638144,1131.446407094
"Azerbaijan","EURO",20,2785.02939889532,2204.71473820505,3310.67406050372
"Azerbaijan","EURO",21,4716.98743649078,4160.8132823197,5250.46521666917
"Azerbaijan","EURO",22,2231.99077658094,1692.35704668298,2759.71408772571
"Azerbaijan","EURO",23,4249.50416101783,3623.07180811122,4834.52777097352
"Azerbaijan","EURO",24,3027.9981359109,2407.60945677267,3668.6628988101
"Bahamas","AFRO",1,-1.08394989176368,-61.3555087804331,70.3038427717452
"Bahamas","AFRO",2,-2.29230224068239,-65.2245913464849,68.9804962533857
"Bahamas","AFRO",3,-5.43640606173344,-64.2968184061797,64.987281597171
"Bahamas","AFRO",4,25.1855845640196,-39.1409759854886,102.747184595589
"Bahamas","AFRO",5,3.97634605304862,-62.5601094528185,74.1045472077524
"Bahamas","AFRO",6,35.1964726415705,-38.9099769964394,119.266344185569
"Bahamas","AFRO",7,41.027885042773,-24.2944263740223,125.573925836982
"Bahamas","AFRO",8,94.7394518630253,12.8187168146762,202.872710859625
"Bahamas","AFRO",9,68.3484861863408,-2.34474834424045,159.121795667728
"Bahamas","AFRO",10,50.8511968097984,-17.8982799502985,138.339448533857
"Bahamas","AFRO",11,20.4644632192596,-43.5916129763568,97.1650012681052
"Bahamas","AFRO",12,4.21948979805086,-60.4189393963778,78.8288458119458
"Bahamas","AFRO",13,4.19083780640414,-55.3974767977516,84.1752465421171
"Bahamas","AFRO",14,0.477836485827107,-67.5445432877426,78.8834035652036
"Bahamas","AFRO",15,12.7633994504944,-51.512878034488,91.6051741554468
"Bahamas","AFRO",16,24.6505550395284,-43.8932368555404,104.455339170589
"Bahamas","AFRO",17,58.5173212537348,-17.8821891885304,155.683485152719
"Bahamas","AFRO",18,48.1870683216621,-23.9464683022495,138.863469735342
"Bahamas","AFRO",19,71.7510369883429,-4.90368462421096,161.636660206813
"Bahamas","AFRO",20,116.301462939892,26.3618748331625,218.124502936488
"Bahamas","AFRO",21,146.947281376581,44.1067469344763,270.769360688445
"Bahamas","AFRO",22,106.35769656385,16.0294686960009,212.98960201488
"Bahamas","AFRO",23,34.3579388167471,-35.2952131856362,115.842507371645
"Bahamas","AFRO",24,42.9422339601104,-28.3475378166172,130.859536991152
"Bahrain","EURO",1,-14.8112799397253,-124.234877825968,122.700201761076
"Bahrain","EURO",2,-20.6093522662701,-128.086396857219,101.308950817547
"Bahrain","EURO",3,-10.9272038183721,-121.112600900256,112.941733392548
"Bahrain","EURO",4,-15.339891961655,-119.918595538153,106.689696973885
"Bahrain","EURO",5,16.4995628547759,-98.7970630021278,155.646638022399
"Bahrain","EURO",6,111.533464049045,-19.7420256167306,272.282172703293
"Bahrain","EURO",7,124.398471265532,-4.43594645219877,266.913741429945
"Bahrain","EURO",8,70.3748025004823,-47.0362741088809,208.110925874559
"Bahrain","EURO",9,30.2347963545935,-87.7243212908331,169.962004374013
"Bahrain","EURO",10,7.173610386338,-96.0350419620319,126.118014329041
"Bahrain","EURO",11,-20.3521962076949,-124.066978683735,101.414284965644
"Bahrain","EURO",12,-32.0140288729584,-138.982296606254,87.7450459212636
"Bahrain","EURO",13,-35.4921673609899,-169.508630858685,112.680032309309
"Bahrain","EURO",14,-5.10969772585763,-129.321630946527,143.283340364469
"Bahrain","EURO",15,18.8494976802064,-114.210486835238,174.466078049648
"Bahrain","EURO",16,69.2757447808368,-58.2734391659338,232.416933074246
"Bahrain","EURO",17,169.356950866789,18.2951931431456,365.153123182373
"Bahrain","EURO",18,202.174094346525,38.8291487394456,415.173167270108
"Bahrain","EURO",19,65.944195677036,-59.096995136838,211.135533772938
"Bahrain","EURO",20,22.3068222291455,-97.4982505022524,156.428932429096
"Bahrain","EURO",21,-11.1811160806881,-128.284502755812,115.253292911658
"Bahrain","EURO",22,-19.4946643474698,-136.430513214238,118.336860263645
"Bahrain","EURO",23,-26.2152471848924,-141.329365941596,104.014532306059
"Bahrain","EURO",24,-30.7232620036182,-155.147642730732,116.126784195368
"Bangladesh","AFRO",1,3454.2993467108,-13359.5427338258,23135.6698755784
"Bangladesh","AFRO",2,227.553858603007,-17029.9420329874,18894.8704787159
"Bangladesh","AFRO",3,-1455.67140448277,-18334.8494583035,18750.8553644112
"Bangladesh","AFRO",4,-4499.80877346356,-20140.2923251024,12831.3489072475
"Bangladesh","AFRO",5,1139.05187002178,-14107.5162088761,20942.6037907912
"Bangladesh","AFRO",6,10352.8569355801,-7301.87381935284,31303.9218125034
"Bangladesh","AFRO",7,11397.1455516507,-7230.68697278914,33956.9044101736
"Bangladesh","AFRO",8,9304.27859779426,-7950.81306702405,30903.0528927684
"Bangladesh","AFRO",9,4710.31157766586,-12203.3395772711,25258.2602783666
"Bangladesh","AFRO",10,2193.4792462101,-14374.8389711621,20302.9712578839
"Bangladesh","AFRO",11,3922.85214928148,-12297.141409466,25058.1981913556
"Bangladesh","AFRO",12,5294.96499837409,-12016.3849692993,25402.2831843073
"Bangladesh","AFRO",13,2890.52247575247,-14863.2424042159,24359.2651496551
"Bangladesh","AFRO",14,20.5969191497002,-16790.9680462353,19542.5446212455
"Bangladesh","AFRO",15,4599.63152389718,-12781.4540927615,25992.7029662821
"Bangladesh","AFRO",16,14275.9687628155,-5734.4215250897,36829.8725613438
"Bangladesh","AFRO",17,8214.38599721933,-8854.44816193373,31835.8870847295
"Bangladesh","AFRO",18,13012.885631249,-6008.16546922865,34651.4096272504
"Bangladesh","AFRO",19,22030.0831286938,1730.94743966643,46856.2855576006
"Bangladesh","AFRO",20,18914.7877103284,-875.65277418061,42854.0782995017
"Bangladesh","AFRO",21,6425.75189005773,-10960.6033107045,28786.0789815758
"Bangladesh","AFRO",22,1498.60808154895,-14588.9298782388,21975.2336792425
"Bangladesh","AFRO",23,605.165251288652,-15397.1246647541,19182.8087989457
"Bangladesh","AFRO",24,2234.65296414352,-14714.5716458424,22807.2541807608
"Barbados","AFRO",1,7.62574984383053,-19.9387800180528,33.4861845588258
"Barbados","AFRO",2,-26.2791246806711,-53.0574487585529,-1.06592260632006
"Barbados","AFRO",3,-0.469190898640786,-27.7069427894673,25.8725024105277
"Barbados","AFRO",4,-70.6891365504576,-96.150480219925,-43.7677745836608
"Barbados","AFRO",5,3.48010018605121,-23.4748603533826,26.9501977664539
"Barbados","AFRO",6,-3.02718944581214,-30.8284260796891,21.6012435982851
"Barbados","AFRO",7,-13.6723697333654,-40.6003788611796,11.835150224261
"Barbados","AFRO",8,-10.7151881440026,-37.2051424451244,14.1986460527984
"Barbados","AFRO",9,-67.1758162471766,-95.5676973086456,-41.8737261213897
"Barbados","AFRO",10,-25.2281861165961,-50.7302476632012,-0.479040356751447
"Barbados","AFRO",11,-45.8039280035471,-73.6702832192054,-20.3562212184459
"Barbados","AFRO",12,-7.97771945609854,-35.4348967310362,18.243837340605
"Barbados","AFRO",13,-96.2311106786679,-131.81640644142,-64.1001161996425
"Barbados","AFRO",14,-35.8213843751575,-69.3121557989099,-3.53210460252768
"Barbados","AFRO",15,83.943086217647,47.8331430941019,118.140241526519
"Barbados","AFRO",16,-70.640406961471,-105.455447152912,-36.0676168373393
"Barbados","AFRO",17,-31.0378986464407,-64.963496261298,0.666410718583429
"Barbados","AFRO",18,-1.59231031971633,-36.1993847224657,32.1253514216367
"Barbados","AFRO",19,-122.88062593358,-157.906674145162,-91.3873495004276
"Barbados","AFRO",20,-0.105240120120468,-36.8862941838865,34.033543930622
"Barbados","AFRO",21,-17.6876401386857,-53.2919842279852,18.6890621178318
"Barbados","AFRO",22,100.68343453281,-21.5347864761408,253.574286054404
"Barbados","AFRO",23,71.4668703664615,-42.1424292332141,220.742482452254
"Barbados","AFRO",24,23.9542418416621,-77.4364567039693,151.739430142893
"Belarus","SEARO",1,214.87435352208,-228.831079548012,675.548744450926
"Belarus","SEARO",2,-910.749604346751,-1377.70832824796,-505.992132252663
"Belarus","SEARO",3,145.481111931415,-364.549601704646,596.144553559228
"Belarus","SEARO",4,491.288039512919,-14.0098946991254,959.918816610633
"Belarus","SEARO",5,1896.34457548069,1440.21605896776,2361.5723289027
"Belarus","SEARO",6,3333.63256171264,2925.54747441469,3742.45176433964
"Belarus","SEARO",7,1343.60580214364,915.931749736449,1761.81644868695
"Belarus","SEARO",8,1062.76657764534,654.361467919683,1467.40568314835
"Belarus","SEARO",9,1153.4215101215,728.813045831989,1582.83745133848
"Belarus","SEARO",10,2789.15124269216,2368.40123184661,3221.56212280431
"Belarus","SEARO",11,5363.92763493762,4952.84916800193,5837.80843745428
"Belarus","SEARO",12,7030.90700756918,6600.25635158706,7420.55017115958
